id,listing_url,name,room_type,minimum_nights,host_id,price,created_at,updated_at
51356485,https://www.airbnb.com/rooms/51356485,Renovated Family Apartment in Warschauer Straße,Entire home/apt,1,371901575,$154.00 ,2025-01-19T10:56:20Z,2025-01-19T10:56:20Z
23066511,https://www.airbnb.com/rooms/23066511,ein schönes Zimmer im Herzen Prenzlbergs,Private room,3,21239559,$50.00 ,2025-01-19T10:50:46Z,2025-01-19T10:50:46Z
9956966,https://www.airbnb.com/rooms/9956966,Sweet Bed inside DDRstyle Apartment,Shared room,1,19336587,$12.00 ,2025-01-19T10:50:12Z,2025-01-19T10:50:12Z
42111391,https://www.airbnb.com/rooms/42111391,Sunny flat in the heart of Bergmannkiez !,Entire home/apt,6,95407160,$55.00 ,2025-01-19T10:49:16Z,2025-01-19T10:49:16Z
44455843,https://www.airbnb.com/rooms/44455843,Cozy room in a charming shared flat,Private room,3,22921735,$35.00 ,2025-01-19T10:45:25Z,2025-01-19T10:45:25Z
10069929,https://www.airbnb.com/rooms/10069929,Bright double room in Berlin,Private room,1,51671248,$25.00 ,2025-01-19T10:43:04Z,2025-01-19T10:43:04Z
26187036,https://www.airbnb.com/rooms/26187036,Axel Junior Suite at Axel Hotel Berlin,Hotel room,1,98159395,$170.00 ,2025-01-19T10:41:09Z,2025-01-19T10:41:09Z
39248495,https://www.airbnb.com/rooms/39248495,Great location with a lot of sunlight,Entire home/apt,3,43935521,$130.00 ,2025-01-19T10:36:19Z,2025-01-19T10:36:19Z
8676968,https://www.airbnb.com/rooms/8676968,Ruhiges Landhauserdgeschoss,Entire home/apt,1,45572867,$58.00 ,2025-01-19T10:31:16Z,2025-01-19T10:31:16Z
41307095,https://www.airbnb.com/rooms/41307095,70sqm in Berlin Mitte: Newly furnished apartment,Entire home/apt,7,18238569,$45.00 ,2025-01-19T10:23:22Z,2025-01-19T10:23:22Z
36011170,https://www.airbnb.com/rooms/36011170,"CHIC, SPACIOUS APARTMENT IN PEACEFUL NEIGHBORHOOD",Entire home/apt,2,270932564,$141.00 ,2025-01-19T10:19:19Z,2025-01-19T10:19:19Z
39492370,https://www.airbnb.com/rooms/39492370,"Apartment in Berlin,Lichterfelde West",Entire home/apt,1,72766229,$69.00 ,2025-01-19T10:13:43Z,2025-01-19T10:13:43Z
13517557,https://www.airbnb.com/rooms/13517557,Renovated apartment in the center,Entire home/apt,1,77631123,$413.00 ,2025-01-19T10:07:15Z,2025-01-19T10:07:15Z
44549170,https://www.airbnb.com/rooms/44549170,Little gem in the heart of Berlin,Entire home/apt,7,210979600,$50.00 ,2025-01-19T10:03:23Z,2025-01-19T10:03:23Z
7136371,https://www.airbnb.com/rooms/7136371,Spacious and cosy flat in Kreuzberg,Entire home/apt,7,3410903,$75.00 ,2025-01-19T09:39:47Z,2025-01-19T09:39:47Z
21621006,https://www.airbnb.com/rooms/21621006,17m² quiet room in central kreuzberg,Private room,1,82245405,$29.00 ,2025-01-19T09:26:53Z,2025-01-19T09:26:53Z
19689677,https://www.airbnb.com/rooms/19689677,Comfy east side,Entire home/apt,1,138694757,$50.00 ,2025-01-19T09:26:31Z,2025-01-19T09:26:31Z
46719329,https://www.airbnb.com/rooms/46719329,"2-Raum Penthouse, 59 qm, Longstay (1-6 months)",Entire home/apt,29,210700814,$125.00 ,2025-01-19T08:54:10Z,2025-01-19T08:54:10Z
22118984,https://www.airbnb.com/rooms/22118984,Cosy room to stay,Private room,3,149151975,$15.00 ,2025-01-19T08:39:45Z,2025-01-19T08:39:45Z
11865663,https://www.airbnb.com/rooms/11865663,Sonniges Zimmer in cooler 2-er WG,Private room,1,63252838,$20.00 ,2025-01-19T08:25:35Z,2025-01-19T08:25:35Z
19473299,https://www.airbnb.com/rooms/19473299,Cosy room in green area,Private room,1,21611073,$24.00 ,2025-01-19T08:21:29Z,2025-01-19T08:21:29Z
9874953,https://www.airbnb.com/rooms/9874953,Modern Flat near Potsdamer Platz,Entire home/apt,1,50814368,$160.00 ,2025-01-19T08:07:24Z,2025-01-19T08:07:24Z
44346533,https://www.airbnb.com/rooms/44346533,"möbliertes Zimmer, Bad und Küche in Berlin-Mitte",Private room,60,185127873,$26.00 ,2025-01-19T08:03:37Z,2025-01-19T08:03:37Z
52821218,https://www.airbnb.com/rooms/52821218,Cosy 3BR 2BTH +A/C +Self Check-In +Street Parking,Entire home/apt,1,125847915,$119.00 ,2025-01-19T07:46:01Z,2025-01-19T07:46:01Z
52709676,https://www.airbnb.com/rooms/52709676,Berlin Rathenauer Platz,Entire home/apt,2,332515272,$101.00 ,2025-01-19T07:38:45Z,2025-01-19T07:38:45Z
7341721,https://www.airbnb.com/rooms/7341721,"Top location apartment 5, Ostkreuz",Private room,1,19297176,$40.00 ,2025-01-19T07:33:13Z,2025-01-19T07:33:13Z
37584556,https://www.airbnb.com/rooms/37584556,Cozy room in Kreuzberg,Private room,3,78396686,$33.00 ,2025-01-19T07:04:54Z,2025-01-19T07:04:54Z
43129947,https://www.airbnb.com/rooms/43129947,1 zimmer apartment im Berlin,Entire home/apt,1,343362459,$17.00 ,2025-01-19T07:03:24Z,2025-01-19T07:03:24Z
40904538,https://www.airbnb.com/rooms/40904538,Gemütliches Zimmer im Zentrum Berlins,Private room,3,42476536,$85.00 ,2025-01-19T07:02:44Z,2025-01-19T07:02:44Z
52292663,https://www.airbnb.com/rooms/52292663,1 bedroom Apartment at the heart of Bergmannkiez,Entire home/apt,12,3776656,$50.00 ,2025-01-19T06:45:18Z,2025-01-19T06:45:18Z
32444799,https://www.airbnb.com/rooms/32444799,Beautiful room Central Berlin,Private room,4,183729511,$60.00 ,2025-01-19T06:36:17Z,2025-01-19T06:36:17Z
18358079,https://www.airbnb.com/rooms/18358079,calm and nice flat in spandau,Private room,1,126621397,$35.00 ,2025-01-19T06:12:28Z,2025-01-19T06:12:28Z
52377186,https://www.airbnb.com/rooms/52377186,NuWave Hotel Berlin - Classic Triple Room,Private room,1,421557030,$127.00 ,2025-01-19T06:10:25Z,2025-01-19T06:10:25Z
42033637,https://www.airbnb.com/rooms/42033637,Gemütliches Zuhause in Berlin Pankow,Entire home/apt,7,333116165,$35.00 ,2025-01-19T05:44:20Z,2025-01-19T05:44:20Z
16465773,https://www.airbnb.com/rooms/16465773,Gemütliche Wohnung nähe Schloss Charlottenburg,Entire home/apt,3,89268468,$99.00 ,2025-01-19T05:21:16Z,2025-01-19T05:21:16Z
45068810,https://www.airbnb.com/rooms/45068810,Schöne 2-Zimmer Wohnung in Berlin,Entire home/apt,5,363700882,$33.00 ,2025-01-19T05:10:32Z,2025-01-19T05:10:32Z
46719436,https://www.airbnb.com/rooms/46719436,"4-Raum Penthouse, 147 qm, Longstay (1-6 months)",Entire home/apt,29,210700814,$313.00 ,2025-01-19T04:39:16Z,2025-01-19T04:39:16Z
4929901,https://www.airbnb.com/rooms/4929901,Cosy one room apartment in Neukölln (4 people),Entire home/apt,1,25395752,$35.00 ,2025-01-19T03:21:57Z,2025-01-19T03:21:57Z
43568803,https://www.airbnb.com/rooms/43568803,Altbau Studio Oasis in the Heart of Schöneberg,Entire home/apt,5,35594166,$62.00 ,2025-01-19T02:18:19Z,2025-01-19T02:18:19Z
6241243,https://www.airbnb.com/rooms/6241243,Large sunny room in Kreuzberg,Private room,3,32052575,$30.00 ,2025-01-19T02:09:13Z,2025-01-19T02:09:13Z
43412876,https://www.airbnb.com/rooms/43412876,Tolle 2 Zi Wohnung in begehrter Lage,Entire home/apt,90,345964111,$50.00 ,2025-01-19T02:04:51Z,2025-01-19T02:04:51Z
47534144,https://www.airbnb.com/rooms/47534144,Charming  Apartment,Entire home/apt,92,245134540,$40.00 ,2025-01-19T01:42:21Z,2025-01-19T01:42:21Z
9297443,https://www.airbnb.com/rooms/9297443,Large room in vibrant Sprengelkiez,Private room,8,48268160,$13.00 ,2025-01-19T01:15:38Z,2025-01-19T01:15:38Z
25039925,https://www.airbnb.com/rooms/25039925,Charming Apartment near Mauerpark,Entire home/apt,3,131496623,$110.00 ,2025-01-19T01:14:33Z,2025-01-19T01:14:33Z
35559289,https://www.airbnb.com/rooms/35559289,120 qm Apartment w/balcony in beautiful Zehlendorf,Entire home/apt,30,71365406,$45.00 ,2025-01-19T00:51:08Z,2025-01-19T00:51:08Z
42750190,https://www.airbnb.com/rooms/42750190,"Luxurious, sunny and large Coolness in Kreuzberg",Entire home/apt,2,9139634,$200.00 ,2025-01-19T00:43:34Z,2025-01-19T00:43:34Z
45666076,https://www.airbnb.com/rooms/45666076,Lachmannstraße. 3,Entire home/apt,3,369958333,$99.00 ,2025-01-19T00:36:46Z,2025-01-19T00:36:46Z
8021361,https://www.airbnb.com/rooms/8021361,Cheap Room in Berlin,Private room,1,42350439,$9.00 ,2025-01-19T00:35:49Z,2025-01-19T00:35:49Z
50558596,https://www.airbnb.com/rooms/50558596,Chill in Center of the City,Entire home/apt,1,277979335,$80.00 ,2025-01-19T00:34:26Z,2025-01-19T00:34:26Z
18893546,https://www.airbnb.com/rooms/18893546,cosy and peaceful room in the center of Berlin,Private room,1,131658946,$43.00 ,2025-01-19T00:25:27Z,2025-01-19T00:25:27Z
7687245,https://www.airbnb.com/rooms/7687245,Spacious Berlin City Apartment,Entire home/apt,3,7775858,$75.00 ,2025-01-18T23:48:06Z,2025-01-18T23:48:06Z
43696722,https://www.airbnb.com/rooms/43696722,Renovated Historical Place in Kastanienallee,Private room,5,57963738,$30.00 ,2025-01-18T23:42:42Z,2025-01-18T23:42:42Z
39519638,https://www.airbnb.com/rooms/39519638,"Beautifully furnished , light-flooded apartment",Entire home/apt,93,43917936,$65.00 ,2025-01-18T23:42:18Z,2025-01-18T23:42:18Z
23158760,https://www.airbnb.com/rooms/23158760,Beautiful and big room with balcony in Neukölln,Private room,2,112840196,$25.00 ,2025-01-18T23:41:31Z,2025-01-18T23:41:31Z
12625592,https://www.airbnb.com/rooms/12625592,Central Berlin Apartment,Entire home/apt,1,68548589,$60.00 ,2025-01-18T23:19:00Z,2025-01-18T23:19:00Z
22770493,https://www.airbnb.com/rooms/22770493,Schöne 1 Zimmer Wohnung in Friedrichshain.,Entire home/apt,7,141289136,$48.00 ,2025-01-18T23:18:58Z,2025-01-18T23:18:58Z
44219012,https://www.airbnb.com/rooms/44219012,Beautiful two-bedroom apartment in Spandau,Entire home/apt,60,271235180,$45.00 ,2025-01-18T22:55:10Z,2025-01-18T22:55:10Z
7851334,https://www.airbnb.com/rooms/7851334,The room of the rising sun,Private room,4,41296382,$20.00 ,2025-01-18T22:42:35Z,2025-01-18T22:42:35Z
49012266,https://www.airbnb.com/rooms/49012266,Extravagant hotel room for 4 central to Subway,Private room,14,108025548,$66.00 ,2025-01-18T22:35:01Z,2025-01-18T22:35:01Z
33772661,https://www.airbnb.com/rooms/33772661,Dachterrassenwhg im Herzen Berlin-Charlottenburgs,Entire home/apt,91,215514794,$73.00 ,2025-01-18T22:28:15Z,2025-01-18T22:28:15Z
22557460,https://www.airbnb.com/rooms/22557460,"Beautiful and cozy room, 10 min from the center",Private room,1,3208719,$26.00 ,2025-01-18T22:26:42Z,2025-01-18T22:26:42Z
44264891,https://www.airbnb.com/rooms/44264891,Dreibettzimmer,Private room,1,304493323,$70.00 ,2025-01-18T22:10:48Z,2025-01-18T22:10:48Z
41280697,https://www.airbnb.com/rooms/41280697,Fantastic flat in the heart of Prenzlauer Berg,Entire home/apt,60,42399854,$70.00 ,2025-01-18T21:52:04Z,2025-01-18T21:52:04Z
44974395,https://www.airbnb.com/rooms/44974395,the bunny nest,Entire home/apt,5,351093370,$80.00 ,2025-01-18T21:39:34Z,2025-01-18T21:39:34Z
1862730,https://www.airbnb.com/rooms/1862730,Apartment in Berlin,Entire home/apt,7,9715630,$40.00 ,2025-01-18T21:06:48Z,2025-01-18T21:06:48Z
21410085,https://www.airbnb.com/rooms/21410085,Cosy bedroom in Wedding (good connections to city),Private room,4,123547522,$28.00 ,2025-01-18T21:02:03Z,2025-01-18T21:02:03Z
38370141,https://www.airbnb.com/rooms/38370141,"Lovely furnitured, calm and light apartment",Entire home/apt,2,12906416,$129.00 ,2025-01-18T20:35:27Z,2025-01-18T20:35:27Z
48602039,https://www.airbnb.com/rooms/48602039,One Room Apartment,Entire home/apt,7,235188041,$25.00 ,2025-01-18T20:31:48Z,2025-01-18T20:31:48Z
32493376,https://www.airbnb.com/rooms/32493376,Bright and friendly room in a beautiful area:),Private room,1,35146426,$60.00 ,2025-01-18T19:18:22Z,2025-01-18T19:18:22Z
40440916,https://www.airbnb.com/rooms/40440916,Sunny & Spacious Flat in Kastanienallee,Entire home/apt,365,3743292,$85.00 ,2025-01-18T19:10:07Z,2025-01-18T19:10:07Z
30686711,https://www.airbnb.com/rooms/30686711,Lovely Studio for one month,Entire home/apt,30,70162844,$18.00 ,2025-01-18T19:09:00Z,2025-01-18T19:09:00Z
22060183,https://www.airbnb.com/rooms/22060183,Best area best preis! Cat included!!,Entire home/apt,1,21039758,$20.00 ,2025-01-18T18:33:06Z,2025-01-18T18:33:06Z
7935870,https://www.airbnb.com/rooms/7935870,Moabiter Schlummermutter,Shared room,1,41848444,$59.00 ,2025-01-18T18:20:26Z,2025-01-18T18:20:26Z
16424150,https://www.airbnb.com/rooms/16424150,Nice and cosy flat in Kreuzberg!,Entire home/apt,3,30338608,$55.00 ,2025-01-18T17:54:51Z,2025-01-18T17:54:51Z
24627537,https://www.airbnb.com/rooms/24627537,Cozy west Berlin Altbau in Charlottenburg,Entire home/apt,1,1095067,$45.00 ,2025-01-18T17:48:59Z,2025-01-18T17:48:59Z
44411065,https://www.airbnb.com/rooms/44411065,Berlin home directly in Hasenheide park,Private room,7,159614605,$45.00 ,2025-01-18T17:41:26Z,2025-01-18T17:41:26Z
9485145,https://www.airbnb.com/rooms/9485145,Nice Berlin Apartment,Entire home/apt,1,12895544,$135.00 ,2025-01-18T17:38:16Z,2025-01-18T17:38:16Z
48997107,https://www.airbnb.com/rooms/48997107,Comfy&cozy hotel room for 3 central to subway,Private room,14,108025548,$71.00 ,2025-01-18T17:23:05Z,2025-01-18T17:23:05Z
12035953,https://www.airbnb.com/rooms/12035953,Big Apartment near Tegel,Entire home/apt,60,18046938,$42.00 ,2025-01-18T16:56:37Z,2025-01-18T16:56:37Z
5157203,https://www.airbnb.com/rooms/5157203,Neukölln!!!,Entire home/apt,1,25561949,$40.00 ,2025-01-18T16:37:25Z,2025-01-18T16:37:25Z
51415401,https://www.airbnb.com/rooms/51415401,"Doppelzimmer ""Medium Twin"" Mit 2 Einzelbetten",Private room,1,415771368,$190.00 ,2025-01-18T16:35:11Z,2025-01-18T16:35:11Z
21214782,https://www.airbnb.com/rooms/21214782,Schlafen an der Spree,Entire home/apt,5,152068633,$35.00 ,2025-01-18T16:32:43Z,2025-01-18T16:32:43Z
51445317,https://www.airbnb.com/rooms/51445317,Cozy & Beautiful Room in Neukölln,Private room,2,80482488,$85.00 ,2025-01-18T16:21:52Z,2025-01-18T16:21:52Z
41430587,https://www.airbnb.com/rooms/41430587,Micoswohnung,Private room,1,325856414,$80.00 ,2025-01-18T16:09:19Z,2025-01-18T16:09:19Z
4621461,https://www.airbnb.com/rooms/4621461,Kreuzberg 19th century flat,Private room,2,23937038,$50.00 ,2025-01-18T16:07:25Z,2025-01-18T16:07:25Z
20109087,https://www.airbnb.com/rooms/20109087,Amazing home in Berlin-Köpenick with Sauna and 2 Bedrooms,Entire home/apt,28,141539959,$84.00 ,2025-01-18T15:51:57Z,2025-01-18T15:51:57Z
17453626,https://www.airbnb.com/rooms/17453626,Cosy bright colourful apartment,Entire home/apt,6,7133966,$25.00 ,2025-01-18T15:40:54Z,2025-01-18T15:40:54Z
12468108,https://www.airbnb.com/rooms/12468108,"1,5 Zimmer Wohung in Kreuzberg",Entire home/apt,7,62304690,$39.00 ,2025-01-18T15:32:03Z,2025-01-18T15:32:03Z
29847365,https://www.airbnb.com/rooms/29847365,Great cozy Berlin room with two floors and balkony,Private room,2,3432145,$70.00 ,2025-01-18T15:15:45Z,2025-01-18T15:15:45Z
